jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,ts_4,tot_4,statistics_url,game_url
17,HABARTOVA Denisa,CZE,False,D,0,1,1,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
3,VANECKOVA Eliska,CZE,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
11,CHLADOVA Viktorie,CZE,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
18,EIGNEROVA Lucie,CZE,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
20,SYKOROVA Karolina,CZE,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
26,NOWAKOVA Marie,CZE,False,F,0,0,0,0,2,0.0,0:00,0.0,0:00,1,0:00,0,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
10,HRUBANOVA Gabriela,CZE,False,F,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
15,CERNA Zuzana,CZE,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
19,BARTAKOVA Barbora,CZE,False,F,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
21,GRUNTOVA Lucie,CZE,False,F,0,0,0,0,3,-1.0,0:00,0.0,0:00,1,0:00,1,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
